令和３年経済センサス‐活動調査　事業所に関する集計－産業横断的集計－事業所数、従業者数,,,,,,,,,
第６－１表　産業(中分類)別民営事業所数、男女別従業者数、常用雇用者数、出向・派遣従業者数及び事業従事者数－全国、都道府県、市区町村,,,,,,,,,
,,,,,,,,,
1) 「従業者数_男女計」など、男女計の人数には男女の別「不詳」を含む,,,,,,,,,
2) 他からの出向・派遣従業者数：出向・派遣の別「不詳」を含む,,,,,,,,,
3) 事業従事者数＝「従業者数」－「うち他への出向・派遣従業者数」＋「他からの出向・派遣従業者数」,,,,,,,,,
,,,,,事業所数,従業者数_男女計,従業者数_男,従業者数_女,従業者数_うち常用雇用者_男女計
,,,,,(事業所),(人),(人),(人),(人)
地域識別コード,地域区分,階層,産業大分類,産業中分類, ,,,,
2,37206_さぬき市,4,O1,81_学校教育,8,418,200,218,417
2,37206_さぬき市,3,O2,O2_教育，学習支援業（その他の教育，学習支援業）,47,157,54,103,109
2,37206_さぬき市,4,O2,82_その他の教育，学習支援業,47,157,54,103,109
2,37206_さぬき市,2,P,P_医療，福祉,167,"2,391",712,"1,679","2,052"
2,37206_さぬき市,4,P,83_医療業,83,660,195,465,511
2,37206_さぬき市,4,P,84_保健衛生,1,1,1,-,1
2,37206_さぬき市,4,P,85_社会保険・社会福祉・介護事業,83,"1,730",516,"1,214","1,540"
2,37206_さぬき市,2,Q,Q_複合サービス事業,24,294,183,111,291
2,37206_さぬき市,3,Q1,Q1_複合サービス事業（郵便局）,13,197,140,57,195
2,37206_さぬき市,4,Q1,86_郵便局,13,197,140,57,195
2,37206_さぬき市,3,Q2,Q2_複合サービス事業（協同組合）,11,97,43,54,96
2,37206_さぬき市,4,Q2,87_協同組合（他に分類されないもの）,11,97,43,54,96
2,37206_さぬき市,2,R,R_サービス業（他に分類されないもの）,144,"1,217",658,559,"1,060"
2,37206_さぬき市,3,R1,R1_サービス業（政治・経済・文化団体，宗教）,88,362,277,85,275
2,37206_さぬき市,4,R1,93_政治・経済・文化団体,14,207,183,24,205
2,37206_さぬき市,4,R1,94_宗教,74,155,94,61,70
2,37206_さぬき市,3,R2,R2_サービス業（政治・経済・文化団体，宗教を除く）,56,855,381,474,785
2,37206_さぬき市,4,R2,88_廃棄物処理業,12,139,116,23,114
2,37206_さぬき市,4,R2,89_自動車整備業,21,61,48,13,35
2,37206_さぬき市,4,R2,90_機械等修理業（別掲を除く）,-,-,-,-,-
2,37206_さぬき市,4,R2,91_職業紹介・労働者派遣業,3,9,7,2,6
2,37206_さぬき市,4,R2,92_その他の事業サービス業,18,626,192,434,610
2,37206_さぬき市,4,R2,95_その他のサービス業,2,20,18,2,20
2,37207_東かがわ市,1,AR,AR_全産業（S_公務を除く）,"1,279","11,296","6,233","5,027","9,501"
2,37207_東かがわ市,1,AB,AB_農林漁業,28,476,269,207,437
2,37207_東かがわ市,2,A,A_農業，林業,16,387,195,192,371
2,37207_東かがわ市,4,A,01_農業,16,387,195,192,371
2,37207_東かがわ市,4,A,02_林業,-,-,-,-,-
2,37207_東かがわ市,2,B,B_漁業,12,89,74,15,66
2,37207_東かがわ市,4,B,03_漁業（水産養殖業を除く）,3,22,20,2,18
2,37207_東かがわ市,4,B,04_水産養殖業,9,67,54,13,48
2,37207_東かがわ市,1,CR,CR_非農林漁業（S_公務を除く）,"1,251","10,820","5,964","4,820","9,064"
2,37207_東かがわ市,2,C,C_鉱業，採石業，砂利採取業,-,-,-,-,-
2,37207_東かがわ市,4,C,05_鉱業，採石業，砂利採取業,-,-,-,-,-
2,37207_東かがわ市,2,D,D_建設業,108,606,479,127,405
2,37207_東かがわ市,4,D,06_総合工事業,64,411,332,79,290
2,37207_東かがわ市,4,D,07_職別工事業（設備工事業を除く）,21,87,68,19,40
2,37207_東かがわ市,4,D,08_設備工事業,23,108,79,29,75
2,37207_東かがわ市,2,E,E_製造業,233,"4,168","2,716","1,452","3,712"
2,37207_東かがわ市,4,E,09_食料品製造業,17,211,93,118,145
2,37207_東かがわ市,4,E,10_飲料・たばこ・飼料製造業,4,54,40,14,50
2,37207_東かがわ市,4,E,11_繊維工業,83,832,369,463,669
2,37207_東かがわ市,4,E,12_木材・木製品製造業（家具を除く）,2,2,2,-,-
2,37207_東かがわ市,4,E,13_家具・装備品製造業,10,22,15,7,6
2,37207_東かがわ市,4,E,14_パルプ・紙・紙加工品製造業,10,190,129,61,169
2,37207_東かがわ市,4,E,15_印刷・同関連業,6,102,70,32,87
2,37207_東かがわ市,4,E,16_化学工業,5,647,326,321,636
2,37207_東かがわ市,4,E,17_石油製品・石炭製品製造業,-,-,-,-,-
2,37207_東かがわ市,4,E,18_プラスチック製品製造業（別掲を除く）,10,310,239,71,299
2,37207_東かがわ市,4,E,19_ゴム製品製造業,-,-,-,-,-
2,37207_東かがわ市,4,E,20_なめし革・同製品・毛皮製造業,39,372,168,204,298
2,37207_東かがわ市,4,E,21_窯業・土石製品製造業,4,59,53,6,56
2,37207_東かがわ市,4,E,22_鉄鋼業,2,18,14,4,12
2,37207_東かがわ市,4,E,23_非鉄金属製造業,9,101,68,33,93
2,37207_東かがわ市,4,E,24_金属製品製造業,8,36,28,8,22
2,37207_東かがわ市,4,E,25_はん用機械器具製造業,8,"1,005",930,75,994
2,37207_東かがわ市,4,E,26_生産用機械器具製造業,7,151,129,22,133
2,37207_東かがわ市,4,E,27_業務用機械器具製造業,1,3,2,1,2
2,37207_東かがわ市,4,E,28_電子部品・デバイス・電子回路製造業,1,8,8,-,7
2,37207_東かがわ市,4,E,29_電気機械器具製造業,-,-,-,-,-
2,37207_東かがわ市,4,E,30_情報通信機械器具製造業,-,-,-,-,-
2,37207_東かがわ市,4,E,31_輸送用機械器具製造業,2,7,4,3,2
2,37207_東かがわ市,4,E,32_その他の製造業,5,38,29,9,32
2,37207_東かがわ市,2,F,F_電気・ガス・熱供給・水道業,2,21,20,1,21
2,37207_東かがわ市,4,F,33_電気業,2,21,20,1,21
2,37207_東かがわ市,4,F,34_ガス業,-,-,-,-,-
2,37207_東かがわ市,4,F,35_熱供給業,-,-,-,-,-
2,37207_東かがわ市,4,F,36_水道業,-,-,-,-,-
2,37207_東かがわ市,2,G,G_情報通信業,3,5,5,-,4
2,37207_東かがわ市,3,G1,G1_情報通信業（通信業，放送業，映像・音声・文字情報制作業）,2,2,2,-,2
2,37207_東かがわ市,4,G1,37_通信業,-,-,-,-,-
2,37207_東かがわ市,4,G1,38_放送業,-,-,-,-,-
2,37207_東かがわ市,4,G1,41_映像・音声・文字情報制作業,2,2,2,-,2
2,37207_東かがわ市,3,G2,G2_情報通信業（情報サービス業，インターネット附随サービス業）,1,3,3,-,2
2,37207_東かがわ市,4,G2,39_情報サービス業,1,3,3,-,2
2,37207_東かがわ市,4,G2,40_インターネット附随サービス業,-,-,-,-,-
2,37207_東かがわ市,2,H,H_運輸業，郵便業,25,335,285,50,303
2,37207_東かがわ市,4,H,42_鉄道業,-,-,-,-,-
2,37207_東かがわ市,4,H,43_道路旅客運送業,2,17,16,1,17
2,37207_東かがわ市,4,H,44_道路貨物運送業,17,271,229,42,245
2,37207_東かがわ市,4,H,45_水運業,1,14,14,-,13
2,37207_東かがわ市,4,H,46_航空運輸業,-,-,-,-,-
2,37207_東かがわ市,4,H,47_倉庫業,-,-,-,-,-
2,37207_東かがわ市,4,H,48_運輸に附帯するサービス業,4,27,21,6,27
2,37207_東かがわ市,4,H,49_郵便業（信書便事業を含む）,1,6,5,1,1
2,37207_東かがわ市,2,I,I_卸売業，小売業,305,"2,047","1,030",990,"1,642"
2,37207_東かがわ市,3,I1,I1_卸売業,64,535,304,231,432
2,37207_東かがわ市,4,I1,50_各種商品卸売業,-,-,-,-,-
2,37207_東かがわ市,4,I1,51_繊維・衣服等卸売業,17,289,136,153,254
2,37207_東かがわ市,4,I1,52_飲食料品卸売業,6,38,30,8,28
2,37207_東かがわ市,4,I1,53_建築材料，鉱物・金属材料等卸売業,12,97,71,26,74
2,37207_東かがわ市,4,I1,54_機械器具卸売業,11,41,32,9,25
2,37207_東かがわ市,4,I1,55_その他の卸売業,18,70,35,35,51
2,37207_東かがわ市,3,I2,I2_小売業,241,"1,512",726,759,"1,210"
2,37207_東かがわ市,4,I2,56_各種商品小売業,-,-,-,-,-
2,37207_東かがわ市,4,I2,57_織物・衣服・身の回り品小売業,15,38,9,29,19
2,37207_東かがわ市,4,I2,58_飲食料品小売業,64,631,228,403,549
2,37207_東かがわ市,4,I2,59_機械器具小売業,45,233,162,71,170
2,37207_東かがわ市,4,I2,60_その他の小売業,106,556,302,227,427
2,37207_東かがわ市,4,I2,61_無店舗小売業,11,54,25,29,45
2,37207_東かがわ市,2,J,J_金融業，保険業,29,190,69,112,170
2,37207_東かがわ市,4,J,62_銀行業,6,86,33,53,86
2,37207_東かがわ市,4,J,63_協同組織金融業,4,18,11,7,18
2,37207_東かがわ市,4,J,64_貸金業，クレジットカード業等非預金信用機関,-,-,-,-,-
2,37207_東かがわ市,4,J,65_金融商品取引業，商品先物取引業,5,11,7,4,8
2,37207_東かがわ市,4,J,66_補助的金融業等,-,-,-,-,-
2,37207_東かがわ市,4,J,67_保険業（保険媒介代理業，保険サービス業を含む）,14,75,18,48,58
2,37207_東かがわ市,2,K,K_不動産業，物品賃貸業,26,53,39,14,19
2,37207_東かがわ市,3,K1,K1_不動産業,25,46,34,12,12
2,37207_東かがわ市,4,K1,68_不動産取引業,8,22,20,2,4
2,37207_東かがわ市,4,K1,69_不動産賃貸業・管理業,17,24,14,10,8
2,37207_東かがわ市,3,K2,K2_物品賃貸業,1,7,5,2,7
2,37207_東かがわ市,4,K2,70_物品賃貸業,1,7,5,2,7
2,37207_東かがわ市,2,L,L_学術研究，専門・技術サービス業,35,117,74,43,72
2,37207_東かがわ市,4,L,71_学術・開発研究機関,1,6,4,2,3
2,37207_東かがわ市,4,L,72_専門サービス業（他に分類されないもの）,19,42,24,18,20
2,37207_東かがわ市,4,L,73_広告業,1,2,1,1,2
2,37207_東かがわ市,4,L,74_技術サービス業（他に分類されないもの）,14,67,45,22,47
2,37207_東かがわ市,2,M,M_宿泊業，飲食サービス業,127,599,232,367,423
2,37207_東かがわ市,3,M1,M1_宿泊業,10,36,14,22,25
2,37207_東かがわ市,4,M1,75_宿泊業,10,36,14,22,25
2,37207_東かがわ市,3,M2,M2_飲食店，持ち帰り・配達飲食サービス業,117,563,218,345,398
2,37207_東かがわ市,4,M2,76_飲食店,103,411,172,239,261
2,37207_東かがわ市,4,M2,77_持ち帰り・配達飲食サービス業,14,152,46,106,137
2,37207_東かがわ市,2,N,N_生活関連サービス業，娯楽業,122,428,171,257,283
2,37207_東かがわ市,4,N,78_洗濯・理容・美容・浴場業,97,243,85,158,129
2,37207_東かがわ市,4,N,79_その他の生活関連サービス業,14,85,31,54,61
2,37207_東かがわ市,4,N,80_娯楽業,11,100,55,45,93
2,37207_東かがわ市,2,O,O_教育，学習支援業,16,113,32,81,98
2,37207_東かがわ市,3,O1,O1_教育，学習支援業（学校教育）,1,35,-,35,35
2,37207_東かがわ市,4,O1,81_学校教育,1,35,-,35,35
2,37207_東かがわ市,3,O2,O2_教育，学習支援業（その他の教育，学習支援業）,15,78,32,46,63
2,37207_東かがわ市,4,O2,82_その他の教育，学習支援業,15,78,32,46,63
2,37207_東かがわ市,2,P,P_医療，福祉,108,"1,710",562,"1,148","1,571"
2,37207_東かがわ市,4,P,83_医療業,61,605,203,402,507
2,37207_東かがわ市,4,P,84_保健衛生,1,2,-,2,2
2,37207_東かがわ市,4,P,85_社会保険・社会福祉・介護事業,46,"1,103",359,744,"1,062"
2,37207_東かがわ市,2,Q,Q_複合サービス事業,14,146,66,80,145
2,37207_東かがわ市,3,Q1,Q1_複合サービス事業（郵便局）,8,44,27,17,44
2,37207_東かがわ市,4,Q1,86_郵便局,8,44,27,17,44
2,37207_東かがわ市,3,Q2,Q2_複合サービス事業（協同組合）,6,102,39,63,101
2,37207_東かがわ市,4,Q2,87_協同組合（他に分類されないもの）,6,102,39,63,101
2,37207_東かがわ市,2,R,R_サービス業（他に分類されないもの）,98,282,184,98,196
2,37207_東かがわ市,3,R1,R1_サービス業（政治・経済・文化団体，宗教）,58,131,75,56,96
2,37207_東かがわ市,4,R1,93_政治・経済・文化団体,9,28,9,19,28
2,37207_東かがわ市,4,R1,94_宗教,49,103,66,37,68
2,37207_東かがわ市,3,R2,R2_サービス業（政治・経済・文化団体，宗教を除く）,40,151,109,42,100
2,37207_東かがわ市,4,R2,88_廃棄物処理業,8,23,19,4,13
2,37207_東かがわ市,4,R2,89_自動車整備業,12,41,33,8,23
2,37207_東かがわ市,4,R2,90_機械等修理業（別掲を除く）,8,18,13,5,9
2,37207_東かがわ市,4,R2,91_職業紹介・労働者派遣業,2,8,6,2,5
2,37207_東かがわ市,4,R2,92_その他の事業サービス業,10,61,38,23,50
2,37207_東かがわ市,4,R2,95_その他のサービス業,-,-,-,-,-
2,37208_三豊市,1,AR,AR_全産業（S_公務を除く）,"2,701","24,442","13,998","10,260","20,402"
2,37208_三豊市,1,AB,AB_農林漁業,67,751,509,242,615
2,37208_三豊市,2,A,A_農業，林業,67,751,509,242,615
2,37208_三豊市,4,A,01_農業,66,726,487,239,591
2,37208_三豊市,4,A,02_林業,1,25,22,3,24
2,37208_三豊市,2,B,B_漁業,-,-,-,-,-
2,37208_三豊市,4,B,03_漁業（水産養殖業を除く）,-,-,-,-,-
2,37208_三豊市,4,B,04_水産養殖業,-,-,-,-,-
2,37208_三豊市,1,CR,CR_非農林漁業（S_公務を除く）,"2,634","23,691","13,489","10,018","19,787"
2,37208_三豊市,2,C,C_鉱業，採石業，砂利採取業,1,6,6,-,6
2,37208_三豊市,4,C,05_鉱業，採石業，砂利採取業,1,6,6,-,6
2,37208_三豊市,2,D,D_建設業,315,"1,732","1,365",367,"1,146"
2,37208_三豊市,4,D,06_総合工事業,165,"1,135",893,242,807
2,37208_三豊市,4,D,07_職別工事業（設備工事業を除く）,93,336,265,71,190
2,37208_三豊市,4,D,08_設備工事業,57,261,207,54,149
2,37208_三豊市,2,E,E_製造業,353,"8,433","5,767","2,666","7,678"
2,37208_三豊市,4,E,09_食料品製造業,56,"2,501","1,158","1,343","2,260"
2,37208_三豊市,4,E,10_飲料・たばこ・飼料製造業,7,51,38,13,39
2,37208_三豊市,4,E,11_繊維工業,12,203,96,107,188
2,37208_三豊市,4,E,12_木材・木製品製造業（家具を除く）,13,340,287,53,320
2,37208_三豊市,4,E,13_家具・装備品製造業,15,57,40,17,35
2,37208_三豊市,4,E,14_パルプ・紙・紙加工品製造業,19,814,599,215,789
2,37208_三豊市,4,E,15_印刷・同関連業,10,135,105,30,117
2,37208_三豊市,4,E,16_化学工業,4,88,52,36,79
2,37208_三豊市,4,E,17_石油製品・石炭製品製造業,2,13,12,1,13
2,37208_三豊市,4,E,18_プラスチック製品製造業（別掲を除く）,21,461,310,151,431
2,37208_三豊市,4,E,19_ゴム製品製造業,1,24,4,20,20
2,37208_三豊市,4,E,20_なめし革・同製品・毛皮製造業,1,4,1,3,-
2,37208_三豊市,4,E,21_窯業・土石製品製造業,27,"1,280","1,129",151,"1,226"
2,37208_三豊市,4,E,22_鉄鋼業,8,143,132,11,134
2,37208_三豊市,4,E,23_非鉄金属製造業,5,59,33,26,54
2,37208_三豊市,4,E,24_金属製品製造業,45,497,413,84,411
2,37208_三豊市,4,E,25_はん用機械器具製造業,20,294,235,59,253
2,37208_三豊市,4,E,26_生産用機械器具製造業,37,665,556,109,585
2,37208_三豊市,4,E,27_業務用機械器具製造業,-,-,-,-,-
2,37208_三豊市,4,E,28_電子部品・デバイス・電子回路製造業,1,13,6,7,13
2,37208_三豊市,4,E,29_電気機械器具製造業,19,495,373,122,463
2,37208_三豊市,4,E,30_情報通信機械器具製造業,-,-,-,-,-
2,37208_三豊市,4,E,31_輸送用機械器具製造業,10,59,48,11,38
2,37208_三豊市,4,E,32_その他の製造業,20,237,140,97,210
2,37208_三豊市,2,F,F_電気・ガス・熱供給・水道業,18,59,51,8,23
2,37208_三豊市,4,F,33_電気業,17,54,46,8,18
2,37208_三豊市,4,F,34_ガス業,-,-,-,-,-
2,37208_三豊市,4,F,35_熱供給業,-,-,-,-,-
2,37208_三豊市,4,F,36_水道業,1,5,5,-,5
2,37208_三豊市,2,G,G_情報通信業,16,61,39,22,41
2,37208_三豊市,3,G1,G1_情報通信業（通信業，放送業，映像・音声・文字情報制作業）,6,23,11,12,12
2,37208_三豊市,4,G1,37_通信業,-,-,-,-,-
2,37208_三豊市,4,G1,38_放送業,-,-,-,-,-
2,37208_三豊市,4,G1,41_映像・音声・文字情報制作業,6,23,11,12,12
2,37208_三豊市,3,G2,G2_情報通信業（情報サービス業，インターネット附随サービス業）,10,38,28,10,29
2,37208_三豊市,4,G2,39_情報サービス業,8,35,26,9,27
2,37208_三豊市,4,G2,40_インターネット附随サービス業,2,3,2,1,2
2,37208_三豊市,2,H,H_運輸業，郵便業,87,"1,418","1,169",249,"1,290"
2,37208_三豊市,4,H,42_鉄道業,-,-,-,-,-
2,37208_三豊市,4,H,43_道路旅客運送業,8,140,113,27,124
2,37208_三豊市,4,H,44_道路貨物運送業,56,"1,094",915,179,"1,009"
2,37208_三豊市,4,H,45_水運業,5,29,22,7,23
2,37208_三豊市,4,H,46_航空運輸業,-,-,-,-,-
2,37208_三豊市,4,H,47_倉庫業,4,26,17,9,25
2,37208_三豊市,4,H,48_運輸に附帯するサービス業,14,129,102,27,109
2,37208_三豊市,4,H,49_郵便業（信書便事業を含む）,-,-,-,-,-
2,37208_三豊市,2,I,I_卸売業，小売業,668,"4,282","1,938","2,161","3,436"
2,37208_三豊市,3,I1,I1_卸売業,113,788,534,254,623
2,37208_三豊市,4,I1,50_各種商品卸売業,-,-,-,-,-
2,37208_三豊市,4,I1,51_繊維・衣服等卸売業,3,7,4,3,4
2,37208_三豊市,4,I1,52_飲食料品卸売業,30,263,147,116,209
2,37208_三豊市,4,I1,53_建築材料，鉱物・金属材料等卸売業,41,325,251,74,273
2,37208_三豊市,4,I1,54_機械器具卸売業,19,97,74,23,72
2,37208_三豊市,4,I1,55_その他の卸売業,20,96,58,38,65
2,37208_三豊市,3,I2,I2_小売業,555,"3,494","1,404","1,907","2,813"
2,37208_三豊市,4,I2,56_各種商品小売業,-,-,-,-,-
2,37208_三豊市,4,I2,57_織物・衣服・身の回り品小売業,63,186,39,147,132
2,37208_三豊市,4,I2,58_飲食料品小売業,165,"1,471",448,846,"1,263"
2,37208_三豊市,4,I2,59_機械器具小売業,91,466,301,165,312
2,37208_三豊市,4,I2,60_その他の小売業,220,"1,142",554,582,899
2,37208_三豊市,4,I2,61_無店舗小売業,15,193,53,140,172
2,37208_三豊市,2,J,J_金融業，保険業,33,269,117,152,247
2,37208_三豊市,4,J,62_銀行業,8,105,47,58,105
2,37208_三豊市,4,J,63_協同組織金融業,10,74,42,32,74
2,37208_三豊市,4,J,64_貸金業，クレジットカード業等非預金信用機関,-,-,-,-,-
2,37208_三豊市,4,J,65_金融商品取引業，商品先物取引業,2,2,2,-,-
2,37208_三豊市,4,J,66_補助的金融業等,1,2,-,2,2
2,37208_三豊市,4,J,67_保険業（保険媒介代理業，保険サービス業を含む）,12,86,26,60,66
2,37208_三豊市,2,K,K_不動産業，物品賃貸業,104,338,151,187,194
2,37208_三豊市,3,K1,K1_不動産業,98,325,142,183,192
2,37208_三豊市,4,K1,68_不動産取引業,20,36,24,12,12
2,37208_三豊市,4,K1,69_不動産賃貸業・管理業,78,289,118,171,180
2,37208_三豊市,3,K2,K2_物品賃貸業,6,13,9,4,2
2,37208_三豊市,4,K2,70_物品賃貸業,6,13,9,4,2
2,37208_三豊市,2,L,L_学術研究，専門・技術サービス業,67,435,286,149,343
2,37208_三豊市,4,L,71_学術・開発研究機関,2,57,51,6,57
2,37208_三豊市,4,L,72_専門サービス業（他に分類されないもの）,32,96,54,42,57
2,37208_三豊市,4,L,73_広告業,1,1,1,-,-
2,37208_三豊市,4,L,74_技術サービス業（他に分類されないもの）,32,281,180,101,229
2,37208_三豊市,2,M,M_宿泊業，飲食サービス業,235,"1,271",425,846,939
2,37208_三豊市,3,M1,M1_宿泊業,15,78,34,44,57
2,37208_三豊市,4,M1,75_宿泊業,15,78,34,44,57
2,37208_三豊市,3,M2,M2_飲食店，持ち帰り・配達飲食サービス業,220,"1,193",391,802,882
2,37208_三豊市,4,M2,76_飲食店,187,890,301,589,602
2,37208_三豊市,4,M2,77_持ち帰り・配達飲食サービス業,33,303,90,213,280
2,37208_三豊市,2,N,N_生活関連サービス業，娯楽業,232,801,301,500,525
2,37208_三豊市,4,N,78_洗濯・理容・美容・浴場業,188,372,105,267,160
2,37208_三豊市,4,N,79_その他の生活関連サービス業,22,137,62,75,105
2,37208_三豊市,4,N,80_娯楽業,22,292,134,158,260
2,37208_三豊市,2,O,O_教育，学習支援業,61,355,187,168,283
