令和３年経済センサス‐活動調査　事業所に関する集計－産業横断的集計－事業所数、従業者数,,,,,,,,,
第６－１表　産業(中分類)別民営事業所数、男女別従業者数、常用雇用者数、出向・派遣従業者数及び事業従事者数－全国、都道府県、市区町村,,,,,,,,,
,,,,,,,,,
1) 「従業者数_男女計」など、男女計の人数には男女の別「不詳」を含む,,,,,,,,,
2) 他からの出向・派遣従業者数：出向・派遣の別「不詳」を含む,,,,,,,,,
3) 事業従事者数＝「従業者数」－「うち他への出向・派遣従業者数」＋「他からの出向・派遣従業者数」,,,,,,,,,
,,,,,事業所数,従業者数_男女計,従業者数_男,従業者数_女,従業者数_うち常用雇用者_男女計
,,,,,(事業所),(人),(人),(人),(人)
地域識別コード,地域区分,階層,産業大分類,産業中分類, ,,,,
3,43501_錦町,4,R1,94_宗教,9,17,10,7,11
3,43501_錦町,3,R2,R2_サービス業（政治・経済・文化団体，宗教を除く）,16,90,63,27,74
3,43501_錦町,4,R2,88_廃棄物処理業,2,12,7,5,6
3,43501_錦町,4,R2,89_自動車整備業,10,31,23,8,21
3,43501_錦町,4,R2,90_機械等修理業（別掲を除く）,1,6,5,1,6
3,43501_錦町,4,R2,91_職業紹介・労働者派遣業,1,2,1,1,2
3,43501_錦町,4,R2,92_その他の事業サービス業,2,39,27,12,39
3,43501_錦町,4,R2,95_その他のサービス業,-,-,-,-,-
3,43505_多良木町,1,AR,AR_全産業（S_公務を除く）,440,"3,086","1,591","1,495","2,352"
3,43505_多良木町,1,AB,AB_農林漁業,15,168,122,46,116
3,43505_多良木町,2,A,A_農業，林業,15,168,122,46,116
3,43505_多良木町,4,A,01_農業,10,117,77,40,72
3,43505_多良木町,4,A,02_林業,5,51,45,6,44
3,43505_多良木町,2,B,B_漁業,-,-,-,-,-
3,43505_多良木町,4,B,03_漁業（水産養殖業を除く）,-,-,-,-,-
3,43505_多良木町,4,B,04_水産養殖業,-,-,-,-,-
3,43505_多良木町,1,CR,CR_非農林漁業（S_公務を除く）,425,"2,918","1,469","1,449","2,236"
3,43505_多良木町,2,C,C_鉱業，採石業，砂利採取業,1,25,21,4,17
3,43505_多良木町,4,C,05_鉱業，採石業，砂利採取業,1,25,21,4,17
3,43505_多良木町,2,D,D_建設業,43,446,386,60,331
3,43505_多良木町,4,D,06_総合工事業,23,365,318,47,290
3,43505_多良木町,4,D,07_職別工事業（設備工事業を除く）,12,37,32,5,14
3,43505_多良木町,4,D,08_設備工事業,8,44,36,8,27
3,43505_多良木町,2,E,E_製造業,41,625,338,287,545
3,43505_多良木町,4,E,09_食料品製造業,7,45,20,25,17
3,43505_多良木町,4,E,10_飲料・たばこ・飼料製造業,7,74,44,30,52
3,43505_多良木町,4,E,11_繊維工業,4,66,10,56,62
3,43505_多良木町,4,E,12_木材・木製品製造業（家具を除く）,9,109,83,26,96
3,43505_多良木町,4,E,13_家具・装備品製造業,4,7,5,2,1
3,43505_多良木町,4,E,14_パルプ・紙・紙加工品製造業,-,-,-,-,-
3,43505_多良木町,4,E,15_印刷・同関連業,4,96,39,57,94
3,43505_多良木町,4,E,16_化学工業,-,-,-,-,-
3,43505_多良木町,4,E,17_石油製品・石炭製品製造業,-,-,-,-,-
3,43505_多良木町,4,E,18_プラスチック製品製造業（別掲を除く）,-,-,-,-,-
3,43505_多良木町,4,E,19_ゴム製品製造業,-,-,-,-,-
3,43505_多良木町,4,E,20_なめし革・同製品・毛皮製造業,-,-,-,-,-
3,43505_多良木町,4,E,21_窯業・土石製品製造業,1,12,12,-,11
3,43505_多良木町,4,E,22_鉄鋼業,1,2,1,1,-
3,43505_多良木町,4,E,23_非鉄金属製造業,1,67,54,13,67
3,43505_多良木町,4,E,24_金属製品製造業,-,-,-,-,-
3,43505_多良木町,4,E,25_はん用機械器具製造業,-,-,-,-,-
3,43505_多良木町,4,E,26_生産用機械器具製造業,-,-,-,-,-
3,43505_多良木町,4,E,27_業務用機械器具製造業,-,-,-,-,-
3,43505_多良木町,4,E,28_電子部品・デバイス・電子回路製造業,-,-,-,-,-
3,43505_多良木町,4,E,29_電気機械器具製造業,-,-,-,-,-
3,43505_多良木町,4,E,30_情報通信機械器具製造業,2,140,65,75,140
3,43505_多良木町,4,E,31_輸送用機械器具製造業,1,7,5,2,5
3,43505_多良木町,4,E,32_その他の製造業,-,-,-,-,-
3,43505_多良木町,2,F,F_電気・ガス・熱供給・水道業,-,-,-,-,-
3,43505_多良木町,4,F,33_電気業,-,-,-,-,-
3,43505_多良木町,4,F,34_ガス業,-,-,-,-,-
3,43505_多良木町,4,F,35_熱供給業,-,-,-,-,-
3,43505_多良木町,4,F,36_水道業,-,-,-,-,-
3,43505_多良木町,2,G,G_情報通信業,1,2,1,1,2
3,43505_多良木町,3,G1,G1_情報通信業（通信業，放送業，映像・音声・文字情報制作業）,1,2,1,1,2
3,43505_多良木町,4,G1,37_通信業,-,-,-,-,-
3,43505_多良木町,4,G1,38_放送業,-,-,-,-,-
3,43505_多良木町,4,G1,41_映像・音声・文字情報制作業,1,2,1,1,2
3,43505_多良木町,3,G2,G2_情報通信業（情報サービス業，インターネット附随サービス業）,-,-,-,-,-
3,43505_多良木町,4,G2,39_情報サービス業,-,-,-,-,-
3,43505_多良木町,4,G2,40_インターネット附随サービス業,-,-,-,-,-
3,43505_多良木町,2,H,H_運輸業，郵便業,3,36,26,10,26
3,43505_多良木町,4,H,42_鉄道業,-,-,-,-,-
3,43505_多良木町,4,H,43_道路旅客運送業,2,26,17,9,18
3,43505_多良木町,4,H,44_道路貨物運送業,1,10,9,1,8
3,43505_多良木町,4,H,45_水運業,-,-,-,-,-
3,43505_多良木町,4,H,46_航空運輸業,-,-,-,-,-
3,43505_多良木町,4,H,47_倉庫業,-,-,-,-,-
3,43505_多良木町,4,H,48_運輸に附帯するサービス業,-,-,-,-,-
3,43505_多良木町,4,H,49_郵便業（信書便事業を含む）,-,-,-,-,-
3,43505_多良木町,2,I,I_卸売業，小売業,110,631,277,354,478
3,43505_多良木町,3,I1,I1_卸売業,24,145,93,52,117
3,43505_多良木町,4,I1,50_各種商品卸売業,-,-,-,-,-
3,43505_多良木町,4,I1,51_繊維・衣服等卸売業,-,-,-,-,-
3,43505_多良木町,4,I1,52_飲食料品卸売業,6,43,16,27,35
3,43505_多良木町,4,I1,53_建築材料，鉱物・金属材料等卸売業,10,62,50,12,49
3,43505_多良木町,4,I1,54_機械器具卸売業,5,15,12,3,12
3,43505_多良木町,4,I1,55_その他の卸売業,3,25,15,10,21
3,43505_多良木町,3,I2,I2_小売業,86,486,184,302,361
3,43505_多良木町,4,I2,56_各種商品小売業,1,2,-,2,2
3,43505_多良木町,4,I2,57_織物・衣服・身の回り品小売業,4,8,1,7,3
3,43505_多良木町,4,I2,58_飲食料品小売業,23,256,74,182,196
3,43505_多良木町,4,I2,59_機械器具小売業,14,48,31,17,29
3,43505_多良木町,4,I2,60_その他の小売業,42,169,76,93,129
3,43505_多良木町,4,I2,61_無店舗小売業,2,3,2,1,2
3,43505_多良木町,2,J,J_金融業，保険業,5,30,10,20,28
3,43505_多良木町,4,J,62_銀行業,3,22,7,15,22
3,43505_多良木町,4,J,63_協同組織金融業,1,6,2,4,6
3,43505_多良木町,4,J,64_貸金業，クレジットカード業等非預金信用機関,-,-,-,-,-
3,43505_多良木町,4,J,65_金融商品取引業，商品先物取引業,-,-,-,-,-
3,43505_多良木町,4,J,66_補助的金融業等,-,-,-,-,-
3,43505_多良木町,4,J,67_保険業（保険媒介代理業，保険サービス業を含む）,1,2,1,1,-
3,43505_多良木町,2,K,K_不動産業，物品賃貸業,14,59,27,32,17
3,43505_多良木町,3,K1,K1_不動産業,6,19,7,12,3
3,43505_多良木町,4,K1,68_不動産取引業,1,3,2,1,-
3,43505_多良木町,4,K1,69_不動産賃貸業・管理業,5,16,5,11,3
3,43505_多良木町,3,K2,K2_物品賃貸業,8,40,20,20,14
3,43505_多良木町,4,K2,70_物品賃貸業,8,40,20,20,14
3,43505_多良木町,2,L,L_学術研究，専門・技術サービス業,18,60,33,27,38
3,43505_多良木町,4,L,71_学術・開発研究機関,-,-,-,-,-
3,43505_多良木町,4,L,72_専門サービス業（他に分類されないもの）,7,28,9,19,19
3,43505_多良木町,4,L,73_広告業,-,-,-,-,-
3,43505_多良木町,4,L,74_技術サービス業（他に分類されないもの）,11,32,24,8,19
3,43505_多良木町,2,M,M_宿泊業，飲食サービス業,46,141,43,98,76
3,43505_多良木町,3,M1,M1_宿泊業,1,2,-,2,2
3,43505_多良木町,4,M1,75_宿泊業,1,2,-,2,2
3,43505_多良木町,3,M2,M2_飲食店，持ち帰り・配達飲食サービス業,45,139,43,96,74
3,43505_多良木町,4,M2,76_飲食店,38,93,37,56,34
3,43505_多良木町,4,M2,77_持ち帰り・配達飲食サービス業,7,46,6,40,40
3,43505_多良木町,2,N,N_生活関連サービス業，娯楽業,58,146,65,81,71
3,43505_多良木町,4,N,78_洗濯・理容・美容・浴場業,47,70,22,48,15
3,43505_多良木町,4,N,79_その他の生活関連サービス業,6,18,11,7,7
3,43505_多良木町,4,N,80_娯楽業,5,58,32,26,49
3,43505_多良木町,2,O,O_教育，学習支援業,8,27,16,11,18
3,43505_多良木町,3,O1,O1_教育，学習支援業（学校教育）,-,-,-,-,-
3,43505_多良木町,4,O1,81_学校教育,-,-,-,-,-
3,43505_多良木町,3,O2,O2_教育，学習支援業（その他の教育，学習支援業）,8,27,16,11,18
3,43505_多良木町,4,O2,82_その他の教育，学習支援業,8,27,16,11,18
3,43505_多良木町,2,P,P_医療，福祉,34,469,87,382,423
3,43505_多良木町,4,P,83_医療業,14,112,28,84,91
3,43505_多良木町,4,P,84_保健衛生,-,-,-,-,-
3,43505_多良木町,4,P,85_社会保険・社会福祉・介護事業,20,357,59,298,332
3,43505_多良木町,2,Q,Q_複合サービス事業,7,38,15,23,31
3,43505_多良木町,3,Q1,Q1_複合サービス事業（郵便局）,6,22,10,12,15
3,43505_多良木町,4,Q1,86_郵便局,6,22,10,12,15
3,43505_多良木町,3,Q2,Q2_複合サービス事業（協同組合）,1,16,5,11,16
3,43505_多良木町,4,Q2,87_協同組合（他に分類されないもの）,1,16,5,11,16
3,43505_多良木町,2,R,R_サービス業（他に分類されないもの）,36,183,124,59,135
3,43505_多良木町,3,R1,R1_サービス業（政治・経済・文化団体，宗教）,22,61,36,25,38
3,43505_多良木町,4,R1,93_政治・経済・文化団体,7,29,12,17,19
3,43505_多良木町,4,R1,94_宗教,15,32,24,8,19
3,43505_多良木町,3,R2,R2_サービス業（政治・経済・文化団体，宗教を除く）,14,122,88,34,97
3,43505_多良木町,4,R2,88_廃棄物処理業,2,83,61,22,71
3,43505_多良木町,4,R2,89_自動車整備業,6,17,15,2,9
3,43505_多良木町,4,R2,90_機械等修理業（別掲を除く）,2,7,6,1,7
3,43505_多良木町,4,R2,91_職業紹介・労働者派遣業,1,2,1,1,2
3,43505_多良木町,4,R2,92_その他の事業サービス業,3,13,5,8,8
3,43505_多良木町,4,R2,95_その他のサービス業,-,-,-,-,-
3,43506_湯前町,1,AR,AR_全産業（S_公務を除く）,176,962,557,405,712
3,43506_湯前町,1,AB,AB_農林漁業,10,117,103,14,84
3,43506_湯前町,2,A,A_農業，林業,10,117,103,14,84
3,43506_湯前町,4,A,01_農業,6,54,45,9,27
3,43506_湯前町,4,A,02_林業,4,63,58,5,57
3,43506_湯前町,2,B,B_漁業,-,-,-,-,-
3,43506_湯前町,4,B,03_漁業（水産養殖業を除く）,-,-,-,-,-
3,43506_湯前町,4,B,04_水産養殖業,-,-,-,-,-
3,43506_湯前町,1,CR,CR_非農林漁業（S_公務を除く）,166,845,454,391,628
3,43506_湯前町,2,C,C_鉱業，採石業，砂利採取業,-,-,-,-,-
3,43506_湯前町,4,C,05_鉱業，採石業，砂利採取業,-,-,-,-,-
3,43506_湯前町,2,D,D_建設業,19,78,62,16,52
3,43506_湯前町,4,D,06_総合工事業,14,69,56,13,48
3,43506_湯前町,4,D,07_職別工事業（設備工事業を除く）,4,8,6,2,3
3,43506_湯前町,4,D,08_設備工事業,1,1,-,1,1
3,43506_湯前町,2,E,E_製造業,18,175,135,40,150
3,43506_湯前町,4,E,09_食料品製造業,3,55,48,7,51
3,43506_湯前町,4,E,10_飲料・たばこ・飼料製造業,2,10,6,4,6
3,43506_湯前町,4,E,11_繊維工業,-,-,-,-,-
3,43506_湯前町,4,E,12_木材・木製品製造業（家具を除く）,10,85,62,23,71
3,43506_湯前町,4,E,13_家具・装備品製造業,1,3,2,1,-
3,43506_湯前町,4,E,14_パルプ・紙・紙加工品製造業,-,-,-,-,-
3,43506_湯前町,4,E,15_印刷・同関連業,1,20,16,4,20
3,43506_湯前町,4,E,16_化学工業,-,-,-,-,-
3,43506_湯前町,4,E,17_石油製品・石炭製品製造業,-,-,-,-,-
3,43506_湯前町,4,E,18_プラスチック製品製造業（別掲を除く）,-,-,-,-,-
3,43506_湯前町,4,E,19_ゴム製品製造業,-,-,-,-,-
3,43506_湯前町,4,E,20_なめし革・同製品・毛皮製造業,-,-,-,-,-
3,43506_湯前町,4,E,21_窯業・土石製品製造業,-,-,-,-,-
3,43506_湯前町,4,E,22_鉄鋼業,-,-,-,-,-
3,43506_湯前町,4,E,23_非鉄金属製造業,-,-,-,-,-
3,43506_湯前町,4,E,24_金属製品製造業,-,-,-,-,-
3,43506_湯前町,4,E,25_はん用機械器具製造業,-,-,-,-,-
3,43506_湯前町,4,E,26_生産用機械器具製造業,-,-,-,-,-
3,43506_湯前町,4,E,27_業務用機械器具製造業,-,-,-,-,-
3,43506_湯前町,4,E,28_電子部品・デバイス・電子回路製造業,-,-,-,-,-
3,43506_湯前町,4,E,29_電気機械器具製造業,-,-,-,-,-
3,43506_湯前町,4,E,30_情報通信機械器具製造業,1,2,1,1,2
3,43506_湯前町,4,E,31_輸送用機械器具製造業,-,-,-,-,-
3,43506_湯前町,4,E,32_その他の製造業,-,-,-,-,-
3,43506_湯前町,2,F,F_電気・ガス・熱供給・水道業,-,-,-,-,-
3,43506_湯前町,4,F,33_電気業,-,-,-,-,-
3,43506_湯前町,4,F,34_ガス業,-,-,-,-,-
3,43506_湯前町,4,F,35_熱供給業,-,-,-,-,-
3,43506_湯前町,4,F,36_水道業,-,-,-,-,-
3,43506_湯前町,2,G,G_情報通信業,1,1,1,-,-
3,43506_湯前町,3,G1,G1_情報通信業（通信業，放送業，映像・音声・文字情報制作業）,-,-,-,-,-
3,43506_湯前町,4,G1,37_通信業,-,-,-,-,-
3,43506_湯前町,4,G1,38_放送業,-,-,-,-,-
3,43506_湯前町,4,G1,41_映像・音声・文字情報制作業,-,-,-,-,-
3,43506_湯前町,3,G2,G2_情報通信業（情報サービス業，インターネット附随サービス業）,1,1,1,-,-
3,43506_湯前町,4,G2,39_情報サービス業,-,-,-,-,-
3,43506_湯前町,4,G2,40_インターネット附随サービス業,1,1,1,-,-
3,43506_湯前町,2,H,H_運輸業，郵便業,2,9,8,1,8
3,43506_湯前町,4,H,42_鉄道業,-,-,-,-,-
3,43506_湯前町,4,H,43_道路旅客運送業,2,9,8,1,8
3,43506_湯前町,4,H,44_道路貨物運送業,-,-,-,-,-
3,43506_湯前町,4,H,45_水運業,-,-,-,-,-
3,43506_湯前町,4,H,46_航空運輸業,-,-,-,-,-
3,43506_湯前町,4,H,47_倉庫業,-,-,-,-,-
3,43506_湯前町,4,H,48_運輸に附帯するサービス業,-,-,-,-,-
3,43506_湯前町,4,H,49_郵便業（信書便事業を含む）,-,-,-,-,-
3,43506_湯前町,2,I,I_卸売業，小売業,49,213,123,90,134
3,43506_湯前町,3,I1,I1_卸売業,3,33,28,5,23
3,43506_湯前町,4,I1,50_各種商品卸売業,-,-,-,-,-
3,43506_湯前町,4,I1,51_繊維・衣服等卸売業,-,-,-,-,-
3,43506_湯前町,4,I1,52_飲食料品卸売業,1,9,4,5,9
3,43506_湯前町,4,I1,53_建築材料，鉱物・金属材料等卸売業,2,24,24,-,14
3,43506_湯前町,4,I1,54_機械器具卸売業,-,-,-,-,-
3,43506_湯前町,4,I1,55_その他の卸売業,-,-,-,-,-
3,43506_湯前町,3,I2,I2_小売業,46,180,95,85,111
3,43506_湯前町,4,I2,56_各種商品小売業,-,-,-,-,-
3,43506_湯前町,4,I2,57_織物・衣服・身の回り品小売業,5,15,7,8,4
3,43506_湯前町,4,I2,58_飲食料品小売業,17,84,39,45,54
3,43506_湯前町,4,I2,59_機械器具小売業,5,23,17,6,13
3,43506_湯前町,4,I2,60_その他の小売業,18,57,32,25,40
3,43506_湯前町,4,I2,61_無店舗小売業,-,-,-,-,-
3,43506_湯前町,2,J,J_金融業，保険業,1,5,1,4,5
3,43506_湯前町,4,J,62_銀行業,1,5,1,4,5
3,43506_湯前町,4,J,63_協同組織金融業,-,-,-,-,-
3,43506_湯前町,4,J,64_貸金業，クレジットカード業等非預金信用機関,-,-,-,-,-
3,43506_湯前町,4,J,65_金融商品取引業，商品先物取引業,-,-,-,-,-
3,43506_湯前町,4,J,66_補助的金融業等,-,-,-,-,-
3,43506_湯前町,4,J,67_保険業（保険媒介代理業，保険サービス業を含む）,-,-,-,-,-
3,43506_湯前町,2,K,K_不動産業，物品賃貸業,1,23,5,18,22
3,43506_湯前町,3,K1,K1_不動産業,1,23,5,18,22
3,43506_湯前町,4,K1,68_不動産取引業,-,-,-,-,-
3,43506_湯前町,4,K1,69_不動産賃貸業・管理業,1,23,5,18,22
3,43506_湯前町,3,K2,K2_物品賃貸業,-,-,-,-,-
3,43506_湯前町,4,K2,70_物品賃貸業,-,-,-,-,-
3,43506_湯前町,2,L,L_学術研究，専門・技術サービス業,2,7,5,2,4
3,43506_湯前町,4,L,71_学術・開発研究機関,-,-,-,-,-
3,43506_湯前町,4,L,72_専門サービス業（他に分類されないもの）,1,4,3,1,2
3,43506_湯前町,4,L,73_広告業,-,-,-,-,-
3,43506_湯前町,4,L,74_技術サービス業（他に分類されないもの）,1,3,2,1,2
3,43506_湯前町,2,M,M_宿泊業，飲食サービス業,13,93,35,58,73
3,43506_湯前町,3,M1,M1_宿泊業,1,36,20,16,30
3,43506_湯前町,4,M1,75_宿泊業,1,36,20,16,30
3,43506_湯前町,3,M2,M2_飲食店，持ち帰り・配達飲食サービス業,12,57,15,42,43
3,43506_湯前町,4,M2,76_飲食店,9,46,14,32,36
3,43506_湯前町,4,M2,77_持ち帰り・配達飲食サービス業,3,11,1,10,7
3,43506_湯前町,2,N,N_生活関連サービス業，娯楽業,22,40,17,23,14
3,43506_湯前町,4,N,78_洗濯・理容・美容・浴場業,18,27,9,18,6
3,43506_湯前町,4,N,79_その他の生活関連サービス業,3,7,4,3,4
3,43506_湯前町,4,N,80_娯楽業,1,6,4,2,4
3,43506_湯前町,2,O,O_教育，学習支援業,7,36,5,31,30
3,43506_湯前町,3,O1,O1_教育，学習支援業（学校教育）,1,29,4,25,29
3,43506_湯前町,4,O1,81_学校教育,1,29,4,25,29
3,43506_湯前町,3,O2,O2_教育，学習支援業（その他の教育，学習支援業）,6,7,1,6,1
3,43506_湯前町,4,O2,82_その他の教育，学習支援業,6,7,1,6,1
3,43506_湯前町,2,P,P_医療，福祉,11,104,27,77,94
3,43506_湯前町,4,P,83_医療業,4,33,9,24,24
3,43506_湯前町,4,P,84_保健衛生,-,-,-,-,-
3,43506_湯前町,4,P,85_社会保険・社会福祉・介護事業,7,71,18,53,70
3,43506_湯前町,2,Q,Q_複合サービス事業,3,18,6,12,16
3,43506_湯前町,3,Q1,Q1_複合サービス事業（郵便局）,2,9,3,6,7
3,43506_湯前町,4,Q1,86_郵便局,2,9,3,6,7
3,43506_湯前町,3,Q2,Q2_複合サービス事業（協同組合）,1,9,3,6,9
3,43506_湯前町,4,Q2,87_協同組合（他に分類されないもの）,1,9,3,6,9
3,43506_湯前町,2,R,R_サービス業（他に分類されないもの）,17,43,24,19,26
3,43506_湯前町,3,R1,R1_サービス業（政治・経済・文化団体，宗教）,9,16,6,10,9
3,43506_湯前町,4,R1,93_政治・経済・文化団体,1,-,-,-,-
3,43506_湯前町,4,R1,94_宗教,8,16,6,10,9
3,43506_湯前町,3,R2,R2_サービス業（政治・経済・文化団体，宗教を除く）,8,27,18,9,17
3,43506_湯前町,4,R2,88_廃棄物処理業,1,4,3,1,4
3,43506_湯前町,4,R2,89_自動車整備業,5,18,11,7,8
3,43506_湯前町,4,R2,90_機械等修理業（別掲を除く）,1,4,3,1,4
3,43506_湯前町,4,R2,91_職業紹介・労働者派遣業,1,1,1,-,1
3,43506_湯前町,4,R2,92_その他の事業サービス業,-,-,-,-,-
3,43506_湯前町,4,R2,95_その他のサービス業,-,-,-,-,-
3,43507_水上村,1,AR,AR_全産業（S_公務を除く）,89,467,250,217,336
3,43507_水上村,1,AB,AB_農林漁業,4,20,20,-,4
3,43507_水上村,2,A,A_農業，林業,4,20,20,-,4
3,43507_水上村,4,A,01_農業,1,1,1,-,1
3,43507_水上村,4,A,02_林業,3,19,19,-,3
3,43507_水上村,2,B,B_漁業,-,-,-,-,-
3,43507_水上村,4,B,03_漁業（水産養殖業を除く）,-,-,-,-,-
3,43507_水上村,4,B,04_水産養殖業,-,-,-,-,-
3,43507_水上村,1,CR,CR_非農林漁業（S_公務を除く）,85,447,230,217,332
3,43507_水上村,2,C,C_鉱業，採石業，砂利採取業,1,6,4,2,3
3,43507_水上村,4,C,05_鉱業，採石業，砂利採取業,1,6,4,2,3
3,43507_水上村,2,D,D_建設業,7,55,48,7,44
3,43507_水上村,4,D,06_総合工事業,3,42,38,4,37
3,43507_水上村,4,D,07_職別工事業（設備工事業を除く）,3,11,8,3,6
3,43507_水上村,4,D,08_設備工事業,1,2,2,-,1
3,43507_水上村,2,E,E_製造業,10,112,84,28,85
3,43507_水上村,4,E,09_食料品製造業,1,9,2,7,8
3,43507_水上村,4,E,10_飲料・たばこ・飼料製造業,3,21,13,8,11
3,43507_水上村,4,E,11_繊維工業,-,-,-,-,-
3,43507_水上村,4,E,12_木材・木製品製造業（家具を除く）,5,78,67,11,66
3,43507_水上村,4,E,13_家具・装備品製造業,-,-,-,-,-
3,43507_水上村,4,E,14_パルプ・紙・紙加工品製造業,-,-,-,-,-
3,43507_水上村,4,E,15_印刷・同関連業,-,-,-,-,-
3,43507_水上村,4,E,16_化学工業,-,-,-,-,-
3,43507_水上村,4,E,17_石油製品・石炭製品製造業,-,-,-,-,-
3,43507_水上村,4,E,18_プラスチック製品製造業（別掲を除く）,-,-,-,-,-
3,43507_水上村,4,E,19_ゴム製品製造業,-,-,-,-,-
3,43507_水上村,4,E,20_なめし革・同製品・毛皮製造業,-,-,-,-,-
3,43507_水上村,4,E,21_窯業・土石製品製造業,-,-,-,-,-
3,43507_水上村,4,E,22_鉄鋼業,-,-,-,-,-
3,43507_水上村,4,E,23_非鉄金属製造業,-,-,-,-,-
3,43507_水上村,4,E,24_金属製品製造業,-,-,-,-,-
3,43507_水上村,4,E,25_はん用機械器具製造業,-,-,-,-,-
3,43507_水上村,4,E,26_生産用機械器具製造業,-,-,-,-,-
3,43507_水上村,4,E,27_業務用機械器具製造業,-,-,-,-,-
3,43507_水上村,4,E,28_電子部品・デバイス・電子回路製造業,-,-,-,-,-
3,43507_水上村,4,E,29_電気機械器具製造業,-,-,-,-,-
3,43507_水上村,4,E,30_情報通信機械器具製造業,-,-,-,-,-
3,43507_水上村,4,E,31_輸送用機械器具製造業,-,-,-,-,-
3,43507_水上村,4,E,32_その他の製造業,1,4,2,2,-
3,43507_水上村,2,F,F_電気・ガス・熱供給・水道業,-,-,-,-,-
3,43507_水上村,4,F,33_電気業,-,-,-,-,-
3,43507_水上村,4,F,34_ガス業,-,-,-,-,-
3,43507_水上村,4,F,35_熱供給業,-,-,-,-,-
3,43507_水上村,4,F,36_水道業,-,-,-,-,-
3,43507_水上村,2,G,G_情報通信業,1,1,1,-,-
3,43507_水上村,3,G1,G1_情報通信業（通信業，放送業，映像・音声・文字情報制作業）,-,-,-,-,-
3,43507_水上村,4,G1,37_通信業,-,-,-,-,-
3,43507_水上村,4,G1,38_放送業,-,-,-,-,-
3,43507_水上村,4,G1,41_映像・音声・文字情報制作業,-,-,-,-,-
3,43507_水上村,3,G2,G2_情報通信業（情報サービス業，インターネット附随サービス業）,1,1,1,-,-
3,43507_水上村,4,G2,39_情報サービス業,1,1,1,-,-
3,43507_水上村,4,G2,40_インターネット附随サービス業,-,-,-,-,-
3,43507_水上村,2,H,H_運輸業，郵便業,-,-,-,-,-
3,43507_水上村,4,H,42_鉄道業,-,-,-,-,-
3,43507_水上村,4,H,43_道路旅客運送業,-,-,-,-,-
3,43507_水上村,4,H,44_道路貨物運送業,-,-,-,-,-
3,43507_水上村,4,H,45_水運業,-,-,-,-,-
3,43507_水上村,4,H,46_航空運輸業,-,-,-,-,-
3,43507_水上村,4,H,47_倉庫業,-,-,-,-,-
3,43507_水上村,4,H,48_運輸に附帯するサービス業,-,-,-,-,-
3,43507_水上村,4,H,49_郵便業（信書便事業を含む）,-,-,-,-,-
3,43507_水上村,2,I,I_卸売業，小売業,18,51,19,32,28
3,43507_水上村,3,I1,I1_卸売業,1,1,-,1,-
3,43507_水上村,4,I1,50_各種商品卸売業,-,-,-,-,-
3,43507_水上村,4,I1,51_繊維・衣服等卸売業,-,-,-,-,-
3,43507_水上村,4,I1,52_飲食料品卸売業,1,1,-,1,-
3,43507_水上村,4,I1,53_建築材料，鉱物・金属材料等卸売業,-,-,-,-,-
3,43507_水上村,4,I1,54_機械器具卸売業,-,-,-,-,-
3,43507_水上村,4,I1,55_その他の卸売業,-,-,-,-,-
3,43507_水上村,3,I2,I2_小売業,17,50,19,31,28
3,43507_水上村,4,I2,56_各種商品小売業,-,-,-,-,-
3,43507_水上村,4,I2,57_織物・衣服・身の回り品小売業,1,1,-,1,-
3,43507_水上村,4,I2,58_飲食料品小売業,9,21,7,14,11
3,43507_水上村,4,I2,59_機械器具小売業,2,12,6,6,8
3,43507_水上村,4,I2,60_その他の小売業,5,16,6,10,9
3,43507_水上村,4,I2,61_無店舗小売業,-,-,-,-,-
3,43507_水上村,2,J,J_金融業，保険業,-,-,-,-,-
3,43507_水上村,4,J,62_銀行業,-,-,-,-,-
3,43507_水上村,4,J,63_協同組織金融業,-,-,-,-,-
3,43507_水上村,4,J,64_貸金業，クレジットカード業等非預金信用機関,-,-,-,-,-
3,43507_水上村,4,J,65_金融商品取引業，商品先物取引業,-,-,-,-,-
3,43507_水上村,4,J,66_補助的金融業等,-,-,-,-,-
3,43507_水上村,4,J,67_保険業（保険媒介代理業，保険サービス業を含む）,-,-,-,-,-
3,43507_水上村,2,K,K_不動産業，物品賃貸業,1,2,1,1,2
3,43507_水上村,3,K1,K1_不動産業,-,-,-,-,-
3,43507_水上村,4,K1,68_不動産取引業,-,-,-,-,-
3,43507_水上村,4,K1,69_不動産賃貸業・管理業,-,-,-,-,-
3,43507_水上村,3,K2,K2_物品賃貸業,1,2,1,1,2
3,43507_水上村,4,K2,70_物品賃貸業,1,2,1,1,2
3,43507_水上村,2,L,L_学術研究，専門・技術サービス業,1,4,1,3,1
3,43507_水上村,4,L,71_学術・開発研究機関,1,4,1,3,1
3,43507_水上村,4,L,72_専門サービス業（他に分類されないもの）,-,-,-,-,-
3,43507_水上村,4,L,73_広告業,-,-,-,-,-
3,43507_水上村,4,L,74_技術サービス業（他に分類されないもの）,-,-,-,-,-
3,43507_水上村,2,M,M_宿泊業，飲食サービス業,19,54,15,39,27
3,43507_水上村,3,M1,M1_宿泊業,12,33,6,27,17
3,43507_水上村,4,M1,75_宿泊業,12,33,6,27,17
3,43507_水上村,3,M2,M2_飲食店，持ち帰り・配達飲食サービス業,7,21,9,12,10
3,43507_水上村,4,M2,76_飲食店,7,21,9,12,10
